timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-05T13:35:11,ANUBIS_DL_Classifier,d2581619-74c0-45a1-9e4f-fb7ccdc19885,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.640048100030981,7.236139255842179e-06,2.7409119007177417e-06,16.3163741615,0.0,10.0,7.869239051270654e-06,0.0,4.818930555645945e-06,1.26881696069166e-05,0.0,Egypt,EGY,giza,,,Windows-11-10.0.26200-SP0,3.12.1,3.2.6,8,11th Gen Intel(R) Core(TM) i5-11320H @ 3.20GHz,1,1 x NVIDIA GeForce GTX 1650,31.1424,30.1237,7.788383483886719,machine,0,0,0,0,N,1.0,0.0
2026-05-08T20:07:56,ANUBIS_DL_Classifier,df663062-aa27-4a62-aea0-c54fc927c5cf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.5234635999659076,3.7975171443518494e-06,1.5048828698789847e-06,4.909274562499999,0.0,10.0,2.193141089718986e-06,0.0,4.465594999944894e-06,6.65873608966388e-06,0.0,Egypt,EGY,cairo governorate,,,Windows-11-10.0.26200-SP0,3.12.1,3.2.6,8,11th Gen Intel(R) Core(TM) i5-11320H @ 3.20GHz,1,1 x NVIDIA GeForce GTX 1650,31.2489,30.0507,7.788383483886719,machine,0,0,0,0,N,1.0,0.0
